resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KAME-ME-KARI-KAVO,Uszczelki Paronit,Other,Konstrukcje metalowe do budowy,100 sztuk,696.6561055862102,221.92369996566003,3545.0505393095104,221.92369996566003,7,PLN,477.4202535824569,2.0657142857142854,7,7,Konstrukcje metalowe do budowy,DX,KOMPLEKSOWE KONSTRUKCJE BUDYNKÓW I OBIEKTÓW,"BLOKI OKIENNE, UŻYWANE, WITRYNY, DRZWI, BRAMY"
KAME-ME-KARI-KAVO_KAKAKAME,"Uszczelki z Paronitu PMB, grubość 1 mm, średnica 50 mm",Material,Konstrukcje metalowe do budowy,1000 sztuk,757.1473139999999,757.147314,757.147314,757.147314,144,PLN,9.6788664973,0.012783333333333334,144,144,Konstrukcje metalowe do budowy,DX,INSTALACJE,"ZBIORNIKI, POJEMNIKI GAZOWE"
KAME-ME-KARI-KAVO_KAKAKANE,"Uszczelki z paronitu PMB, grubość 1 mm, średnica 300 mm",Material,Wewnętrzne rurociągi,1000 sztuk,8635.842908,8635.842908,8635.842908,8635.842908,25,PLN,65.6324061008,0.0076,25,25,Wewnętrzne rurociągi,MENE,RURY STALOWE,Montaż połączeń kołnierzowych na stalowych rurach
KAME-ME-KARI-KAVO_KAKAKAPU,"Uszczelki z Paronitu PMB, grubość 1 mm, średnica 200 mm",Material,Wewnętrzne rurociągi,1000 sztuk,3992.7944980000007,3992.7944980000007,3992.7944980000007,3992.7944980000007,26,PLN,15.049763877076925,0.0037692307692307686,26,26,Wewnętrzne rurociągi,MENE,RURY STALOWE,Montaż połączeń kołnierzowych na stalowych rurach
KAME-ME-KARI-KAVO_KAKAKARI,"Uszczelki z Paronitu PMB, grubość 1 mm, średnica 100 mm",Material,Wewnętrzne rurociągi,1000 sztuk,1474.7460420000007,1474.746042,1474.746042,1474.746042,108,PLN,15.184422210222223,0.010296296296296296,108,108,Wewnętrzne rurociągi,MENE,RURY STALOWE,Montaż połączeń kołnierzowych na stalowych rurach
KAME-ME-KARI-KAVO_KAKAKASA,"Uszczelki z paronitu PMB, grubość 1 mm, średnica 250 mm",Material,Ogrzewanie – wykończenie wnętrz,1000 sztuk,7998.547634,7998.5476340000005,7998.5476340000005,7998.5476340000005,3,PLN,298.6124450026667,0.037333333333333336,3,3,Ogrzewanie – wykończenie wnętrz,MEVO,PODGRZEWACZ WODY,Instalacja sekcji szybkich podgrzewaczy wody
KAME-ME-KARI-KAVO_KAKAKATO,"Uszczelki z paronitu PMB, grubość 1 mm, średnica 150 mm",Material,Wewnętrzne rurociągi,1000 sztuk,2297.794729999999,2297.79473,2297.79473,2297.79473,46,PLN,35.815626552391315,0.01558695652173913,46,46,Wewnętrzne rurociągi,MENE,RURY STALOWE,Montaż połączeń kołnierzowych na stalowych rurach
KAME-ME-KARI-KAVO_KAKAMEDX,"Uszczelki z PMB-Paronit, grubość 4 mm, średnica 80 mm",Material,Konstrukcje metalowe do budowy,1000 sztuk,2468.85716,2468.85716,2468.85716,2468.85716,2,PLN,159.24128682,0.0645,2,2,Konstrukcje metalowe do budowy,DX,RÓŻNE PRACE,"OKŁADZINA POWIERZCHNIOWA, PRACE SPAWALNICZE, MONTAŻ ŚRUB I INNE PRACE"
KAME-ME-KARI-KAVO_KAKAMELI,"Uszczelki z Paronitu PMB, grubość 3 mm, średnica 400 mm",Material,Wewnętrzne rurociągi,1000 sztuk,17381.726978,17381.726978000002,17381.726978000002,17381.726978000002,14,PLN,48.420525153000014,0.002785714285714286,14,14,Wewnętrzne rurociągi,MENE,RURY STALOWE,Montaż połączeń kołnierzowych na stalowych rurach
KAME-ME-KARI-KAVO_KAKAMENE,"Uszczelki z paronitu PMB, grubość 3 mm, średnica 300 mm",Material,Prace sanitarno-techniczne wewnątrz budynków,1000 sztuk,13597.057628,13597.057628,13597.057628,13597.057628,1,PLN,1359.7057628000002,0.1,1,1,Prace sanitarno-techniczne wewnątrz budynków,NESA,CENTRALNE OGRZEWANIE,Montaż zaślepek
KAME-ME-KARI-KAVO_KAMEKAKA,"Uszczelki z paronitu PMB, grubość 2 mm, średnica 500 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,1000 sztuk,11974.118926000001,11974.118926000001,11974.118926000001,11974.118926000001,2,PLN,77.83177301900001,0.006500000000000001,2,2,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,"MONTAŻ ZBIORNIKÓW KONDENSATU, HYDRAULICZNYCH ZAMKNIĘĆ I KOMPENSATORÓW NA RURACH GAZOWYCH"
KAME-ME-KARI-KAVO_KAMEKAME,"Uszczelki z paronitu PMB, grubość 2 mm, średnica 600 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,1000 sztuk,16836.264368000004,16836.264368000004,16836.264368000004,16836.264368000004,2,PLN,109.43571839200003,0.006500000000000001,2,2,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,"MONTAŻ ZBIORNIKÓW KONDENSATU, HYDRAULICZNYCH ZAMKNIĘĆ I KOMPENSATORÓW NA RURACH GAZOWYCH"
KAME-ME-KARI-KAVO_KAMEKANE,"Uszczelki z paronitu PMB, grubość 2 mm, średnica 1400 mm",Material,Instalacje zewnętrzne,1000 sztuk,67562.768196,67562.768196,67562.768196,67562.768196,1,PLN,675.62768196,0.01,1,1,Instalacje zewnętrzne,NENE,REKONSTRUKCJA I NAPRAWA INSTALACJI ZEWNĘTRZNYCH,Wymiana uszczelek w połączeniach kołnierzowych rurociągów
KAME-ME-KARI-KAVO_KAMEKAPU,"Uszczelki z paronitu PMB, grubość 2 mm, średnica 1000 mm",Material,Instalacje zewnętrzne,1000 sztuk,32656.579494000005,32656.579494000005,32656.579494000005,32656.579494000005,1,PLN,326.56579494000005,0.01,1,1,Instalacje zewnętrzne,NENE,REKONSTRUKCJA I NAPRAWA INSTALACJI ZEWNĘTRZNYCH,Wymiana uszczelek w połączeniach kołnierzowych rurociągów
KAME-ME-KARI-KAVO_KAMEKARI,"Uszczelki z paronitu PMB, grubość 2 mm, średnica 700 mm",Material,Instalacje zewnętrzne,1000 sztuk,21190.489627999996,21190.489627999996,21190.489627999996,21190.489627999996,1,PLN,211.90489627999997,0.01,1,1,Instalacje zewnętrzne,NENE,REKONSTRUKCJA I NAPRAWA INSTALACJI ZEWNĘTRZNYCH,Wymiana uszczelek w połączeniach kołnierzowych rurociągów
KAME-ME-KARI-KAVO_KAMEKASA,"Uszczelki z paronitu PMB, grubość 2 mm, średnica 1200 mm",Material,Instalacje zewnętrzne,1000 sztuk,38897.599048000004,38897.599048000004,38897.599048000004,38897.599048000004,1,PLN,388.97599048000006,0.01,1,1,Instalacje zewnętrzne,NENE,REKONSTRUKCJA I NAPRAWA INSTALACJI ZEWNĘTRZNYCH,Wymiana uszczelek w połączeniach kołnierzowych rurociągów
KAME-ME-KARI-KAVO_KAMEKATO,"Uszczelki z paronitu PMB, grubość 2 mm, średnica 800 mm",Material,Instalacje zewnętrzne,1000 sztuk,26488.056518000005,26488.056518000005,26488.056518000005,26488.056518000005,1,PLN,264.8805651800001,0.01,1,1,Instalacje zewnętrzne,NENE,REKONSTRUKCJA I NAPRAWA INSTALACJI ZEWNĘTRZNYCH,Wymiana uszczelek w połączeniach kołnierzowych rurociągów
KAME-ME-KARI-KAVO_MEKAPUKA,"Płyta paronitowa marki PMB (PON-A, PON-B), grubość od 0,4 do 5 mm",Material,Konstrukcje metalowe do budowy,kg,14.832201999999997,14.832202,14.832202,14.832202,954,PLN,230.93110710732958,15.56957672955975,954,954,Konstrukcje metalowe do budowy,DX,INSTALACJE,"ZBIORNIKI, POJEMNIKI GAZOWE"
KAME-ME-KARI-KAVO_MEKAPUSA,"Paronit marki PMB-1, grubość od 0,4 do 5 mm",Material,Prace sanitarno-techniczne wewnątrz budynków,kg,38.820936,38.820936,38.820936,38.820936,4,PLN,3814.1569620000005,98.25,4,4,Prace sanitarno-techniczne wewnątrz budynków,NESA,CENTRALNE OGRZEWANIE,Naprawa kotłów grzewczych
KAME-ME-KARI-MEKA_MEKAMEPU,"Chryzotyl (chryzotyl azbest), grupa 3, marki 3-75, 3-70, 3-60, 3-50",Material,Podłogi,t,7624.6401000000005,7624.6401,7624.6401,7624.6401,12,PLN,480.35232629999996,0.06299999999999999,12,12,Podłogi,MEME,PODŁOGI,Układanie płytek na zaprawie bitumicznej
KAME-ME-KARI-MEKA_MEKAMEVO,"Chryzotyl (chryzotyl azbest), grupa 5, marki 5-80, 5-70, 5-65, 5-60, 5-55, 5-50",Material,Piece przemysłowe i rury,t,3157.244244,3157.244244,3157.244244,3157.244244,2,PLN,3867.6241989,1.225,2,2,Piece przemysłowe i rury,PUSA,OKŁADZINA KOTŁÓW ENERGII PAROWEJ,Uszczelnienie powierzchni kotłów
KAME-ME-KARI-MEKA_MEKARIKA,"Chryzotyl (chryzotyl azbest), grupa 6, marki 6-55, 6-45, 6-40, 6-40M, 6-30, 6-20",Material,Mosty i rury,t,1683.6150100000002,1683.6150100000002,1683.6150100000002,1683.6150100000002,10,PLN,163.47901747100002,0.0971,10,10,Mosty i rury,TOKA,RÓŻNE PRACE,POŁĄCZENIE MOSTÓW DROGOWYCH I NADWISÓW Z NASYPAMI
KAME-ME-KARI-MEKA_MEKARIRI,"Chryzotyl (chryzotyl azbest), grupa 6K, marki 6K-45, 6K-30, 6K-20, 6K-5",Material,Monolityczne konstrukcje betonowe i żelbetowe,t,2327.2241299999987,2327.2241299999996,2327.2241299999996,2327.2241299999996,191,PLN,386.5025810939083,0.16607879581151833,191,191,Monolityczne konstrukcje betonowe i żelbetowe,NE,INNE PRACE,Ułożenie szczeliny osiadania deformacyjnego dla fundamentów pod instalacjami z wypełnieniem bitumicznym
KAME-NE-KAME-KADX,Płyty izolacyjne.,Other,Dachy,m2,75.5764188498,75.5764188498,75.5764188498,75.5764188498,1,PLN,7784.371141529401,103.0,1,1,Dachy,MERI,DACHY,Izolacja termiczna dachów z płyt
KAME-NE-KAME-KADX_KAKAMEKA,"Jednowarstwowe płyty z włóknocementu na szarym cemencie, gęstość 300 kg/m3, grubość 50 mm",Material,Konstrukcje drewniane,m2,55.965360000000004,55.965360000000004,55.965360000000004,55.965360000000004,3,PLN,8876.106096000001,158.6,3,3,Konstrukcje drewniane,MEKA,KONSTRUKCJE DREWNIANE,"ŚCIANY, ŚCIANY DZIELĄCE"
KAME-NE-KAME-KADX_KAKARIRI,"Jednowarstwowe płyty włókniste na szarym cemencie, gęstość 300 kg/m3, grubość 75 mm",Material,Konstrukcje drewniane,m2,82.16340000000001,82.16340000000001,82.16340000000001,82.16340000000001,1,PLN,6794.913180000001,82.7,1,1,Konstrukcje drewniane,MEKA,KONSTRUKCJE DREWNIANE,"ŚCIANY, ŚCIANY DZIELĄCE"
KAME-NE-KAME-KALI,Dekoracyjne płyty gipsowe,Other,Prace wykończeniowe,m2,262.54241140776,262.54241140776,262.54241140776,262.54241140776,2,PLN,26254.241140776,100.0,2,2,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAME-KAME,Płyty gipsowo-włókniste i płyty gipsowe,Other,Konstrukcje drewniane,m2,48.61159128804001,48.61159128804001,48.61159128804001,48.61159128804001,29,PLN,17581.806811822935,361.6793103448276,29,29,Konstrukcje drewniane,MEKA,"ŚCIANY DZIELĄCE, OKŁADZINY ŚCIENNE, PODWIESZONE SUFITY Z PŁYT WŁÓKNOCEMENTOWYCH (GVL) LUB PŁYT GIPSOWYCH (GSP)",Montaż ścianek działowych z płyt gipsow włóknowych (GVL) lub płyt gipsowo-włóknowych (GSP) z prostą metalową ramą i jednowarstwowym wykończeniem po obu stronach
KAME-NE-KAME-KAME_KAKAKAME,"Płyty gipsowo-włóknowe GVLV odporne na wilgoć, grubość 10 mm",Material,Podłogi,m2,38.213956,38.213956,38.213956,38.213956,2,PLN,7795.647024000001,204.0,2,2,Podłogi,MEME,PODŁOGI,Układanie gotowych podłóg z małych płyt gipsowo-włóknowych (GVL) i elementów podłogowych
KAME-NE-KAME-KAME_KAKARIME,Elementy podłogowe z małych płyt gipsowo-włóknowych,Material,Podłogi,m2,58.568400000000004,58.568400000000004,58.568400000000004,58.568400000000004,2,PLN,5973.9768,102.0,2,2,Podłogi,MEME,PODŁOGI,Układanie gotowych podłóg z małych płyt gipsowo-włóknowych (GVL) i elementów podłogowych
KAME-NE-KAME-KANE,Płyty żelbetowe,Other,Tunele i metro,m3,5026.97951657253,5026.97951657253,5026.97951657253,5026.97951657253,16,PLN,,,16,16,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRZEBIJAJĄCE SIĘ TUNELE
KAME-NE-KAME-KANE_KAKAKARI,"Płyty żelbetowe, grubość 24,0 mm",Material,Dachy,m3,3951.748317,3951.748317,3951.748317,3951.748317,6,PLN,8107.670297045,2.0516666666666667,6,6,Dachy,MERI,DACHY,Budowa dachów płaskich
KAME-NE-KAME-KAPU,Płyty okładzinowe z gipsu kartonowego,Other,Konstrukcje drewniane,m2,236.56963086504004,236.56963086504004,236.56963086504004,236.56963086504004,3,PLN,32725.465602997207,138.33333333333334,3,3,Konstrukcje drewniane,MEKA,"ŚCIANY DZIELĄCE, OKŁADZINY ŚCIAN, PODWIESZONE SUFITY Z PŁYT GIPSOWYCH (GKL)",Montaż ścianek działowych i okładzin ścian płytami na bazie płyt gipsowo-kartonowych (GKL) z powłoką powierzchniową
KAME-NE-KAME-KARI,Płyty gipsowo-kartonowe,Other,Konstrukcje drewniane,m2,23.40081300876,23.400813008760004,23.400813008760004,23.400813008760004,75,PLN,6413.445220768849,274.0693333333333,75,75,Konstrukcje drewniane,MEKA,MONTAŻ BUDYNKÓW MIESZKALNYCH I PUBLICZNYCH Z ELEMENTÓW PREFABRYKOWANYCH Z KOMPLETNEJ DOSTAWY Z FABRYKI,ŚCIANY ZEWNĘTRZNE I WEWNĘTRZNE
KAME-NE-KAME-KASA,Wzmocnione płyty cementowo-mineralne,Other,Konstrukcje drewniane,m2,144.63980050410004,144.6398005041,144.6398005041,144.6398005041,14,PLN,34692.88929234055,239.85714285714286,14,14,Konstrukcje drewniane,MEKA,"ŚCIANY DZIELĄCE, OKŁADZINY ŚCIENNE, PODWIESZONE SUFITY Z WZMOCNIONYCH PŁYT CEMENTOWO-MINERALNYCH DO UŻYTKU WEWNĘTRZNEGO",Montaż ścianek działowych z wzmocnionych płyt cementowo-mineralnych w pomieszczeniach z prostą ramą metalową i jednowarstwowym wykończeniem po obu stronach
KAME-NE-KAME-KASA_KAKAKAME,"Wzmocnione płyty wewnętrzne z cementu mineralnego, grubość 8,0-12,5 mm",Material,Konstrukcje drewniane,m2,106.704741,106.704741,106.704741,106.704741,3,PLN,21981.176645999996,206.0,3,3,Konstrukcje drewniane,MEKA,MONTAŻ BUDYNKÓW MIESZKALNYCH I PUBLICZNYCH Z ELEMENTÓW PREFABRYKOWANYCH Z KOMPLETNEJ DOSTAWY Z FABRYKI,ŚCIANY ZEWNĘTRZNE I WEWNĘTRZNE
KAME-NE-KAME-KASA_KAKAKARI,"Wzmocnione płyty cementowo-mineralne do użytku zewnętrznego, grubość 12,5 mm",Material,Konstrukcje drewniane,m2,120.70023899999997,120.70023899999997,120.70023899999997,120.70023899999997,4,PLN,12432.124616999996,103.0,4,4,Konstrukcje drewniane,MEKA,MONTAŻ BUDYNKÓW MIESZKALNYCH I PUBLICZNYCH Z ELEMENTÓW PREFABRYKOWANYCH Z KOMPLETNEJ DOSTAWY Z FABRYKI,ŚCIANY ZEWNĘTRZNE I WEWNĘTRZNE
KAME-NE-KAME-MEKA,"Płyty cementowo-włókniste, nieoszlifowane",Other,"Konstrukcje betonowe i żelbetowe, prefabrykowane",m2,87.30954096479998,87.30954096480001,87.30954096480001,87.30954096480001,22,PLN,20001.822111936,229.0909090909091,22,22,"Konstrukcje betonowe i żelbetowe, prefabrykowane",LI,KONSTRUKCJE Z PŁYT CEMENTOWYCH,ŚCIANY DZIELĄCE NA RAMIE DREWNIANEJ
KAME-NE-KAME-MEME,płyty stropowe,Other,Prace wykończeniowe,m2,143.75207122551,143.75207122551,143.75207122551,143.75207122551,30,PLN,13679.185730417305,95.15818181818182,30,30,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAPU-KAME,płyty stropowe,Other,Prace wykończeniowe,m2,266.98620722103004,266.98620722103004,266.98620722103004,266.98620722103004,7,PLN,27423.297570274368,102.71428571428571,7,7,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAPU-KAME_KAKAPUTO,"Płyty akustyczne z włókna mineralnego, twarde, z prostą krawędzią, klasa ognioodporności KM1, klasa pochłaniania dźwięku C-D, grubość 15-17 mm",Material,Prace wykończeniowe,m2,128.10996,128.10996,128.10996,128.10996,2,PLN,6791.7495294,53.015,2,2,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAPU-KAME_KAKATOSA,"Płyty akustyczne z włókna mineralnego w zestawie z systemem zawieszenia z ocynkowanej stali, twarde, z krawędzią schodkową, klasa ognioodporności KM1, klasa pochłaniania dźwięku A-B, grubość 18-20 mm",Material,Prace wykończeniowe,m2,436.787978,436.787978,436.787978,436.787978,2,PLN,44989.161734,103.0,2,2,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAPU-KAPU,Modułowe płyty sufitowe do nośnych sufitów użytkowych z zestawem mocującym do pomieszczeń czystych,Other,Prace wykończeniowe,kompletny,315.4758637777533,315.4758637777533,315.4758637777533,315.4758637777533,1,PLN,19559.503554220704,62.0,1,1,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAPU-KARI,Panele sufitowe z akcesoriami,Other,Prace wykończeniowe,m2,326.31412000572004,326.31412000572004,326.31412000572004,326.31412000572004,1,PLN,33610.35436058916,103.0,1,1,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAPU-KARI_KAKAKAME,"Dekoracyjne płyty sufitowe z włókna mineralnego, twarde, z prostą krawędzią, klasa ognioodporności KM1, klasa pochłaniania dźwięku D-E, grubość 12 mm",Material,"Prace szklarskie, tapicerskie i wykończeniowe",m2,35.71306200000001,35.71306200000001,35.71306200000001,35.71306200000001,1,PLN,3678.445386000001,103.0,1,1,"Prace szklarskie, tapicerskie i wykończeniowe",NETO,PRACE OKŁADZINOWE,Wymiana elementów okładzin stropowych
KAME-NE-KAPU-KARI_KAKAMEME,"Dekoracyjne płyty sufitowe z włókna mineralnego w zestawie z systemem zawieszenia z ocynkowanej stali, twarde, z prostą krawędzią, klasa odporności ogniowej KM1, klasa pochłaniania dźwięku D-E, grubość 12 mm",Material,Prace wykończeniowe,m2,64.92717,64.92717,64.92717,64.92717,1,PLN,6492.717000000001,100.0,1,1,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAPU-KASA,Taśma sufitowa z PVC na krawędzi (harpun),Other,Prace wykończeniowe,m2,10.382109107220002,3.3244615606950005,29.20250256462,3.3244615606950005,11,PLN,,,11,3,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KAPU-KATO,Listwy przypodłogowe do sufitów,Other,Prace wykończeniowe,m,4.2050334249,4.2050334249,4.2050334249,4.2050334249,1,PLN,426.81089262735,101.5,1,1,Prace wykończeniowe,MESA,INNE PRACE,Montaż dekoracyjnych listew koronowych z polistyrenu przy aranżacji wnętrz pomieszczeń
KAME-NE-KARI-KAME,Winylowa skóra sztuczna,Other,Prace wykończeniowe,m2,14.680126657386669,14.227624456320003,14.70674443392,14.70674443392,18,PLN,95.58818590128428,6.682777777777779,18,18,Prace wykończeniowe,MESA,PRACE OKŁADZINOWE,OKŁADZINA POWIERZCHNI WEWNĘTRZNYCH MATERIAŁAMI W KSZTAŁCIE LIŚCI
KAME-NE-KARI-KARI,Tapety z włókna szklanego,Other,Prace wykończeniowe,m2,108.26469649600001,108.26469649600001,108.26469649600001,108.26469649600001,2,PLN,11367.793132080002,105.0,2,2,Prace wykończeniowe,MESA,PRACE TAPETOWE,Oklejanie ścian tapetami z włókna szklanego i malowanie farbami na bazie poliwinyloacetatu
KAME-NE-KARI-KATO,Lincrusta,Other,Prace wykończeniowe,m2,50.53148548800001,50.53148548800001,50.53148548800001,50.53148548800001,2,PLN,5659.526374656001,112.0,2,2,Prace wykończeniowe,MESA,PRACE TAPETOWE,Tapetowanie
KAME-NE-KARI-KATO_KAKAKAME,Skóra syntetyczna do tapicerki,Material,Otwory,m2,15.6981,15.6981,15.6981,15.6981,1,PLN,2373.5527199999997,151.2,1,1,Otwory,SANE,OTWORY,Oklejenie drzwi skórą ekologiczną
KAME-NE-KARI-KATO_MEKAMEKA,"Dekoracyjna folia PVC z warstwą klejącą, grubość 0,12 mm",Material,Prace wykończeniowe,m2,26.042852,26.042852,26.042852,26.042852,3,PLN,2786.585164,107.0,3,3,Prace wykończeniowe,MESA,PRACE TAPETOWE,Oklejanie ścian samoprzylepną folią dekoracyjną z polichlorku winylu
KAME-NE-KATO-KAME,Płytki PVC dotykowe,Other,Podłogi,m2,137.33467611666,137.33467611666,137.33467611666,137.33467611666,2,PLN,2370.3965097735518,17.259999999999998,2,2,Podłogi,MEME,PODŁOGI,Układanie płytek PVC
KAME-NE-KATO-KAME_KAKAMEME,"Płytki PVC do podłóg, grubość 1,2 mm",Material,Podłogi,m2,42.706466000000006,42.706466000000006,42.706466000000006,42.706466000000006,5,PLN,2724.6725308000005,63.8,5,5,Podłogi,MEME,PODŁOGI,Układanie płytek PVC
KAME-NE-KATO-KAPU,Linoleum,Other,Podłogi,m2,85.68330365298,85.68330365298002,85.68330365298002,85.68330365298002,18,PLN,8841.564900280284,103.1888888888889,18,18,Podłogi,MEME,PODŁOGI,Układanie podłóg linoleum
KAME-NE-KATO-KATO,Wykładziny dywanowe,Other,Podłogi,m2,127.91403552906004,127.91403552906002,127.91403552906002,127.91403552906002,10,PLN,13047.231623964122,102.0,10,10,Podłogi,MEME,PODŁOGI,Układanie podłóg Relin i dywanowych
KAME-PU-KAME-KALI,Kartridże,Other,Prace budowlane tuneli,kg,102.70192791573,102.70192791573001,102.70192791573001,102.70192791573001,34,PLN,22454.115184058086,218.63382352941176,34,34,Prace budowlane tuneli,TOSA,"PRACE GÓRNICZE, KTÓRE SĄ WYKONYWANE W ZWYKŁY SPOSÓB",INSTALACJA ZASŁON ROZPROWADZAJĄCYCH WODĘ
KAME-PU-KAME-KAME,Stopy słupów dla rur osłonowych,Other,Otwory wiertnicze,Sztuka,3859.7873351508892,3859.78733515089,3859.78733515089,3859.78733515089,79,PLN,,,79,79,Otwory wiertnicze,PU,"MONTAŻ OTWORÓW WIERCENIOWYCH Z RURAMI, USUWANIE RUR, SWOBODNE WYCIĄGANIE LUB PODNOSZENIE RUR Z OTWORÓW WIERCENIOWYCH",Mocowanie otworu wiertniczego podczas wiercenia obrotowego rurami z połączeniem złącznym
KAME-PU-KAME-KANE,Korony,Other,Prace wiertnicze i wybuchowe,Sztuka,213.65851653431994,213.65851653432003,213.65851653432003,213.65851653432003,1035,PLN,326.4469732152741,1.5278912280701753,1035,982,Prace wiertnicze i wybuchowe,TO,LUŹNIENIE SKAŁY ZA POMOCĄ ŚRODKÓW WYBUCHOWYCH,"Rozluźnianie gruntów skalnych za pomocą ładunków w otworach wiertniczych przy wysokości stopni do 0,5 m (wygładzanie powierzchni)"
KAME-PU-KAME-KANE_KAKAKARI,"Zęby robocze ze stali hartowanej, ciśnienie na końcówkach zębów 350 bar",Material,Prace przy renowacji budynków i obiektów budowlanych,kompletny,51296.44033800001,51296.44033800001,51296.44033800001,51296.44033800001,2,PLN,8905.062042676802,0.1736,2,2,Prace przy renowacji budynków i obiektów budowlanych,PUNE,DEMONTAŻ KONSTRUKCJI,Rozbiórka konstrukcji z betonu zbrojonego za pomocą koparek rozbiórkowych i osprzętu
KAME-PU-KAME-KANE_KAKAMETO,"Wiertło, typ BU-52S",Material,Prace budowlane tuneli,Sztuka,54.71937900000001,54.719379,54.719379,54.719379,174,PLN,1212.3518688315519,22.15580459770115,174,174,Prace budowlane tuneli,TOSA,"PRACE GÓRNICZE, KTÓRE SĄ WYKONYWANE W ZWYKŁY SPOSÓB","PRZEJŚCIE WERTYKALNYCH STUDNI, STUDNI I ICH UJŚĆ"
KAME-PU-KAME-KANE_KAKANEME,"Wiertło koronowe do młotków wiertniczych i wiertnic udarowych, KDP 43-25",Material,Prace budowlane tuneli,Sztuka,74.97804599999998,74.978046,74.978046,74.978046,248,PLN,1174.839468037258,15.669112903225805,248,248,Prace budowlane tuneli,TOSA,"PRACE GÓRNICZE, KTÓRE SĄ WYKONYWANE W ZWYKŁY SPOSÓB","PRZEJŚCIE WERTYKALNYCH STUDNI, STUDNI I ICH UJŚĆ"
KAME-PU-KAME-KANE_KAKAPUME,"Wiertło diamentowe do wiercenia słupów w skałach o średniej twardości CA2, średnica 46 mm",Material,Prace budowlane tuneli,Sztuka,25.761879,25.761879,25.761879,25.761879,8,PLN,218.23531747874998,8.47125,8,8,Prace budowlane tuneli,TOSA,"PRACE GÓRNICZE, KTÓRE SĄ WYKONYWANE W ZWYKŁY SPOSÓB",WIERCENIA TECHNICZNE W OBIEKTACH GÓRNICZYCH
KAME-PU-KAME-KANE_KAKASADX,"wiertło koronowe do perforatorów i wiertnic udarowych, KDP 40-25",Material,Prace budowlane tuneli,Sztuka,153.76432500000004,153.764325,153.764325,153.764325,870,PLN,3514.3550510787936,22.855464367816094,870,870,Prace budowlane tuneli,TOSA,"PRACE GÓRNICZE, KTÓRE SĄ WYKONYWANE W ZWYKŁY SPOSÓB","PRZEJŚCIE WERTYKALNYCH STUDNI, STUDNI I ICH UJŚĆ"
KAME-PU-KAME-KANE_KAMENENE,"Wiertła górnicze do otworów, gwint wewnętrzny R17, średnica 30 mm",Material,Prace budowlane tuneli,Sztuka,40.904721,40.904721,40.904721,40.904721,6,PLN,84.059201655,2.055,6,6,Prace budowlane tuneli,TOSA,"PRACE GÓRNICZE, KTÓRE SĄ WYKONYWANE W ZWYKŁY SPOSÓB",STAŁE MOCOWANIA PRĘTÓW DLA HORYZONTALNYCH I SKOŚNYCH PLACÓWEK I KOMÓR
